Date,Id,League,Account,Action,Stash,Item,X,Y
"2026-06-05T21:09:26.000Z",2777196347,"Runes of Aldur","Diablik666#0652","modified","$$$","128× Greater Orb of Augmentation",45,1
"2026-06-05T21:09:26.000Z",2777196346,"Runes of Aldur","Diablik666#0652","modified","$$$","76× Greater Orb of Transmutation",43,1
"2026-06-05T21:09:26.000Z",2777196317,"Runes of Aldur","Diablik666#0652","modified","Frag","1369× Breach Splinter",1,2
"2026-06-05T21:09:26.000Z",2777196276,"Runes of Aldur","Diablik666#0652","modified","Aug","31× Greater Iron Rune",12,1
"2026-06-05T21:09:25.000Z",2777196175,"Runes of Aldur","Diablik666#0652","modified","$$$","97× Armourer's Scrap",13,1
"2026-06-05T21:07:26.000Z",2777179127,"Runes of Aldur","Kashaloth#1625","modified","$$$","3× Divine Orb",8,1
"2026-06-05T21:07:25.000Z",2777179075,"Runes of Aldur","Kashaloth#1625","added","Waystone","Buried Control Waystone (Tier 15) (T15)",3,5
"2026-06-05T21:07:24.000Z",2777178865,"Runes of Aldur","Kashaloth#1625","modified","Abbys/Expediton","800× Verisium",7,6
"2026-06-05T21:07:24.000Z",2777178755,"Runes of Aldur","Kashaloth#1625","modified","$$$","74× Greater Orb of Transmutation",43,1
"2026-06-05T21:07:23.000Z",2777178693,"Runes of Aldur","Kashaloth#1625","modified","Ess","22× Greater Essence of the Body",13,1
"2026-06-05T21:07:23.000Z",2777178604,"Runes of Aldur","Kashaloth#1625","modified","Ess","35× Greater Essence of Enhancement",15,1
"2026-06-05T21:07:23.000Z",2777178545,"Runes of Aldur","Kashaloth#1625","modified","Ess","8× Greater Essence of Command",86,1
"2026-06-05T21:07:22.000Z",2777178467,"Runes of Aldur","Kashaloth#1625","modified","Ess","5× Perfect Essence of the Infinite",58,1
"2026-06-05T21:07:22.000Z",2777178389,"Runes of Aldur","Kashaloth#1625","modified","$$$","90× Regal Orb",4,1
"2026-06-05T21:07:21.000Z",2777178336,"Runes of Aldur","Kashaloth#1625","modified","$$$","2× Orb of Chance",10,1
"2026-06-05T21:03:49.000Z",2777147221,"Runes of Aldur","MrHubert1710#5930","added","Quad","Signet Wombgift",9,14
"2026-06-05T21:03:49.000Z",2777147122,"Runes of Aldur","MrHubert1710#5930","modified","Frag","1355× Breach Splinter",1,2
"2026-06-05T21:03:49.000Z",2777147093,"Runes of Aldur","MrHubert1710#5930","modified","Abbys/Expediton","747× Verisium",7,6
"2026-06-05T21:03:48.000Z",2777147017,"Runes of Aldur","MrHubert1710#5930","modified","$$$","23× Greater Regal Orb",47,1
"2026-06-05T21:03:48.000Z",2777146955,"Runes of Aldur","MrHubert1710#5930","modified","$$$","126× Greater Orb of Augmentation",45,1
"2026-06-05T21:03:47.000Z",2777146920,"Runes of Aldur","MrHubert1710#5930","modified","$$$","73× Greater Orb of Transmutation",43,1
"2026-06-05T21:03:47.000Z",2777146842,"Runes of Aldur","MrHubert1710#5930","modified","$$$","3× Orb of Annulment",9,1
"2026-06-05T21:03:47.000Z",2777146798,"Runes of Aldur","MrHubert1710#5930","modified","$$$","23× Gemcutter's Prism",20,1
"2026-06-05T21:03:46.000Z",2777146760,"Runes of Aldur","MrHubert1710#5930","added","Aug","Warding Rune of Reinforcement",171,1
"2026-06-05T21:02:12.000Z",2777133046,"Runes of Aldur","Diablik666#0652","added","Quad","Shimmering Sapphire of Annihilation",18,24
"2026-06-05T21:02:09.000Z",2777132754,"Runes of Aldur","Diablik666#0652","added","Quad","Blight Spark Sapphire",19,24
"2026-06-05T21:02:06.000Z",2777132234,"Runes of Aldur","Diablik666#0652","added","Waystone","Forbidden Crosscut Waystone (Tier 15) (T15)",3,4
"2026-06-05T21:02:06.000Z",2777132233,"Runes of Aldur","Diablik666#0652","modified","$$$","164× Blacksmith's Whetstone",14,1
"2026-06-05T21:02:06.000Z",2777132194,"Runes of Aldur","Diablik666#0652","modified","Aug","24× Greater Rebirth Rune",24,1
"2026-06-05T21:02:05.000Z",2777132080,"Runes of Aldur","Diablik666#0652","added","Frag","Inscribed Ultimatum",7,6
"2026-06-05T21:02:05.000Z",2777131989,"Runes of Aldur","Diablik666#0652","modified","$$$","95× Armourer's Scrap",13,1
"2026-06-05T21:02:05.000Z",2777131928,"Runes of Aldur","Diablik666#0652","modified","$$$","87× Regal Orb",4,1
"2026-06-05T21:02:04.000Z",2777131884,"Runes of Aldur","Diablik666#0652","modified","$$$","31× Greater Jeweller's Orb",18,1
"2026-06-05T21:02:04.000Z",2777131852,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",217,1
"2026-06-05T21:02:03.000Z",2777131724,"Runes of Aldur","Diablik666#0652","added","Frag","Inscribed Ultimatum",7,5
"2026-06-05T21:02:02.000Z",2777131565,"Runes of Aldur","Diablik666#0652","modified","$$$","72× Greater Orb of Transmutation",43,1
"2026-06-05T21:02:02.000Z",2777131534,"Runes of Aldur","Diablik666#0652","modified","$$$","125× Greater Orb of Augmentation",45,1
"2026-06-05T21:02:02.000Z",2777131502,"Runes of Aldur","Diablik666#0652","modified","Ess","21× Greater Essence of the Body",13,1
"2026-06-05T21:02:02.000Z",2777131501,"Runes of Aldur","Diablik666#0652","modified","Ess","22× Greater Essence of Insulation",66,1
"2026-06-05T21:02:02.000Z",2777131466,"Runes of Aldur","Diablik666#0652","modified","Ess","14× Greater Essence of Alacrity",78,1
"2026-06-05T21:00:10.000Z",2777113835,"Runes of Aldur","Kashaloth#1625","added","Quad","Sapphire of Success",23,24
"2026-06-05T21:00:04.000Z",2777112973,"Runes of Aldur","Kashaloth#1625","removed","$$$","Sapphire of Success",26,1
"2026-06-05T21:00:04.000Z",2777112868,"Runes of Aldur","Kashaloth#1625","added","Waystone","Unholy Gambit Waystone (Tier 15) (T15)",3,3
"2026-06-05T21:00:03.000Z",2777112676,"Runes of Aldur","Kashaloth#1625","added","$$$","Vaal Siphoner",36,1
"2026-06-05T21:00:02.000Z",2777112641,"Runes of Aldur","Kashaloth#1625","modified","Ess","13× Greater Essence of Thawing",70,1
"2026-06-05T21:00:02.000Z",2777112580,"Runes of Aldur","Kashaloth#1625","modified","$$$","128× Artificer's Orb",16,1
"2026-06-05T21:00:01.000Z",2777112482,"Runes of Aldur","Kashaloth#1625","modified","Aug","30× Greater Iron Rune",12,1
"2026-06-05T21:00:01.000Z",2777112460,"Runes of Aldur","Kashaloth#1625","added","$$$","Sapphire of Success",26,1
"2026-06-05T21:00:01.000Z",2777112383,"Runes of Aldur","Kashaloth#1625","modified","$$$","7× Chance Shard",25,1
"2026-06-05T21:00:00.000Z",2777112308,"Runes of Aldur","Kashaloth#1625","modified","$$$","110× Chaos Orb",5,1
"2026-06-05T21:00:00.000Z",2777112272,"Runes of Aldur","Kashaloth#1625","modified","Ess","9× Perfect Essence of Enhancement",49,1
"2026-06-05T21:00:00.000Z",2777112164,"Runes of Aldur","Kashaloth#1625","modified","Ess","5× Perfect Essence of the Mind",48,1
"2026-06-05T20:59:59.000Z",2777112125,"Runes of Aldur","Kashaloth#1625","modified","$$$","22× Gemcutter's Prism",20,1
"2026-06-05T20:59:59.000Z",2777112095,"Runes of Aldur","Kashaloth#1625","modified","$$$","166× Exalted Orb",7,1
"2026-06-05T20:59:59.000Z",2777112058,"Runes of Aldur","Kashaloth#1625","modified","Ess","21× Greater Essence of Insulation",66,1
"2026-06-05T20:59:59.000Z",2777112014,"Runes of Aldur","Kashaloth#1625","modified","Ess","17× Greater Essence of Grounding",74,1
"2026-06-05T20:59:23.000Z",2777105835,"Runes of Aldur","MrHubert1710#5930","added","Waystone","Waystone (Tier 15) (T15)",3,2
"2026-06-05T20:59:21.000Z",2777105472,"Runes of Aldur","MrHubert1710#5930","added","Frag","Temple Tablet",1,5
"2026-06-05T20:59:20.000Z",2777105404,"Runes of Aldur","MrHubert1710#5930","modified","Aug","28× Greater Inspiration Rune",27,1
"2026-06-05T20:59:20.000Z",2777105340,"Runes of Aldur","MrHubert1710#5930","modified","$$$","22× Greater Regal Orb",47,1
"2026-06-05T20:59:19.000Z",2777105255,"Runes of Aldur","MrHubert1710#5930","modified","$$$","3× Greater Exalted Orb",49,1
"2026-06-05T20:59:19.000Z",2777105221,"Runes of Aldur","MrHubert1710#5930","modified","$$$","119× Greater Orb of Augmentation",45,1
"2026-06-05T20:59:18.000Z",2777105153,"Runes of Aldur","MrHubert1710#5930","modified","$$$","86× Regal Orb",4,1
"2026-06-05T20:59:18.000Z",2777105101,"Runes of Aldur","MrHubert1710#5930","added","Quad","Signet Wombgift",9,13
"2026-06-05T20:59:18.000Z",2777105079,"Runes of Aldur","MrHubert1710#5930","modified","Frag","1341× Breach Splinter",1,2
"2026-06-05T20:59:17.000Z",2777104987,"Runes of Aldur","MrHubert1710#5930","modified","$$$","163× Exalted Orb",7,1
"2026-06-05T20:59:17.000Z",2777104958,"Runes of Aldur","MrHubert1710#5930","modified","Ess","20× Greater Essence of the Body",13,1
"2026-06-05T20:59:16.000Z",2777104888,"Runes of Aldur","MrHubert1710#5930","modified","Ess","4× Perfect Essence of the Mind",48,1
"2026-06-05T20:59:16.000Z",2777104853,"Runes of Aldur","MrHubert1710#5930","modified","$$$","109× Chaos Orb",5,1
"2026-06-05T20:59:16.000Z",2777104821,"Runes of Aldur","MrHubert1710#5930","added","Quad","Lavish Wombgift",9,12
"2026-06-05T20:59:16.000Z",2777104764,"Runes of Aldur","MrHubert1710#5930","modified","Ess","15× Greater Essence of Sorcery",22,1
"2026-06-05T20:59:15.000Z",2777104701,"Runes of Aldur","MrHubert1710#5930","modified","$$$","127× Artificer's Orb",16,1
"2026-06-05T20:54:56.000Z",2777063962,"Runes of Aldur","Diablik666#0652","added","Waystone","Infernal Waystone (Tier 15) (T15)",3,1
"2026-06-05T20:54:56.000Z",2777063936,"Runes of Aldur","Diablik666#0652","added","Waystone","Painful Waystone (Tier 15) (T15)",1,7
"2026-06-05T20:54:55.000Z",2777063729,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",216,2
